cap-shape,cap-color,bruises,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,ring-number,spore-print-color,population,habitat,class
x,g,t,t,p,g,o,n,y,d,e
x,g,t,t,p,g,o,n,v,d,e
f,g,t,t,p,g,o,n,v,d,e
x,n,t,t,g,g,o,k,v,d,e
f,n,t,t,g,g,o,k,y,d,e
x,e,t,t,p,w,o,n,v,d,e
x,e,t,t,w,w,o,k,v,d,e
f,n,t,t,g,g,o,k,v,d,e
x,n,t,t,p,p,o,n,y,d,e
x,g,t,t,g,w,o,n,y,d,e
f,g,t,t,g,p,o,k,y,d,e
f,w,f,t,w,w,o,k,s,g,e
x,n,t,t,w,g,o,n,v,d,e
x,g,t,t,g,g,o,k,y,d,e
f,e,t,t,p,g,o,n,y,d,e
x,e,t,t,g,g,o,k,v,d,e
x,n,t,t,g,g,o,n,y,d,e
f,n,t,t,p,w,o,k,y,d,e
x,g,t,t,p,g,o,k,v,d,e
f,n,t,t,w,w,o,k,v,d,e
x,e,t,t,w,w,o,k,y,d,e
x,e,t,t,g,g,o,k,v,d,e
x,e,t,t,p,w,o,k,v,d,e
x,e,t,t,p,w,o,n,y,d,e
x,e,t,t,g,w,o,n,v,d,e
x,e,t,t,g,g,o,n,v,d,e
f,n,t,t,g,p,o,n,y,d,e
x,g,t,t,g,p,o,k,v,d,e
x,g,t,t,p,w,o,k,v,d,e
x,g,t,t,p,g,o,k,y,d,e
x,n,t,t,w,g,o,n,v,d,e
x,e,t,t,g,g,o,k,y,d,e
x,e,t,t,g,g,o,n,y,d,e
x,g,t,t,g,p,o,n,y,d,e
x,e,t,t,p,p,o,n,v,d,e
f,n,t,t,p,w,o,n,y,d,e
x,e,t,t,p,g,o,n,v,d,e
f,n,t,t,w,p,o,n,y,d,e
f,n,t,t,g,g,o,k,v,d,e
f,n,t,t,p,p,o,k,v,d,e
x,g,t,t,w,p,o,k,v,d,e
x,e,t,t,p,p,o,n,v,d,e
x,e,t,t,p,w,o,n,y,d,e
f,g,t,t,p,p,o,k,y,d,e
f,n,t,t,p,p,o,n,v,d,e
x,n,t,t,g,p,o,n,y,d,e
f,n,t,t,p,g,o,k,v,d,e
x,p,f,e,w,w,o,n,v,d,p
x,e,t,t,w,w,o,k,y,d,e
x,n,t,t,w,w,o,n,v,d,e
x,e,t,t,g,p,o,n,y,d,e
f,n,t,t,g,p,o,n,v,d,e
f,n,t,t,g,g,o,k,y,d,e
x,g,t,t,p,w,o,k,v,d,e
f,n,f,t,w,w,o,n,a,g,e
x,g,t,t,p,g,o,k,y,d,e
x,n,t,t,w,p,o,n,v,d,e
x,n,t,t,p,w,o,k,v,d,e
f,g,t,t,w,g,o,n,v,d,e
x,e,t,t,g,g,o,n,y,d,e
f,n,t,t,g,p,o,k,y,d,e
x,g,f,e,b,p,o,h,y,g,p
x,e,t,t,w,w,o,n,v,d,e
x,g,t,t,p,g,o,k,v,d,e
x,e,t,t,p,w,o,n,v,d,e
x,e,t,t,p,g,o,k,y,d,e
x,e,t,t,g,w,o,k,v,d,e
f,n,t,t,w,g,o,n,y,d,e
f,n,t,t,g,p,o,k,v,d,e
x,n,t,t,w,g,o,k,v,d,e
x,e,t,t,g,w,o,n,y,d,e
x,e,t,t,p,g,o,k,v,d,e
x,n,t,t,p,g,o,k,y,d,e
x,g,t,t,w,w,o,k,v,d,e
x,n,t,t,g,w,o,k,v,d,e
x,e,t,t,w,p,o,n,y,d,e
x,e,t,t,g,p,o,n,y,d,e
x,e,t,t,w,p,o,k,y,d,e
x,e,t,t,w,g,o,n,v,d,e
x,n,t,t,g,w,o,k,y,d,e
x,e,t,t,p,p,o,n,y,d,e
f,e,t,t,g,p,o,n,v,d,e
f,n,t,t,p,w,o,k,y,d,e
x,e,t,t,w,w,o,k,v,d,e
x,n,t,t,g,w,o,n,v,d,e
x,e,t,t,g,p,o,n,y,d,e
f,g,t,t,g,p,o,n,y,d,e
x,n,t,t,g,w,o,n,v,d,e
f,e,t,t,p,p,o,k,v,d,e
x,n,t,t,g,p,o,k,y,d,e
x,e,t,t,p,g,o,n,y,d,e
x,g,t,t,p,g,o,n,y,d,e
f,g,t,t,w,p,o,k,v,d,e
x,n,t,t,w,w,o,n,y,d,e
x,g,f,t,w,w,o,k,s,g,e
f,n,t,t,w,g,o,n,y,d,e
x,g,t,t,g,p,o,n,y,d,e
x,g,t,t,w,p,o,k,y,d,e
x,n,t,t,g,w,o,k,y,d,e
x,e,t,t,g,g,o,n,v,d,e
x,e,t,t,g,g,o,k,y,d,e
x,n,t,t,w,g,o,k,y,d,e
x,e,t,t,p,g,o,k,y,d,e
x,e,t,t,p,w,o,k,y,d,e
x,n,t,t,g,w,o,n,y,d,e
f,g,t,t,w,w,o,n,y,d,e
x,e,t,t,w,w,o,k,y,d,e
f,n,t,t,p,g,o,k,v,d,e
x,n,t,t,p,g,o,n,v,d,e
x,e,t,t,g,w,o,n,y,d,e
x,g,t,t,p,g,o,k,v,d,e
x,n,t,t,w,w,o,k,y,d,e
x,g,t,t,w,g,o,n,y,d,e
x,g,f,e,w,w,o,k,v,d,p
x,n,t,t,p,w,o,n,y,d,e
x,g,t,t,p,p,o,n,y,d,e
x,n,t,t,g,p,o,k,y,d,e
x,g,t,t,g,g,o,k,v,d,e
x,n,t,t,g,p,o,n,v,d,e
f,n,t,t,w,g,o,n,v,d,e
f,n,t,t,p,p,o,k,y,d,e
x,n,t,t,w,p,o,n,v,d,e
f,n,t,t,p,w,o,k,y,d,e
f,n,t,t,w,w,o,n,y,d,e
f,g,t,t,w,w,o,k,y,d,e
x,g,t,t,p,w,o,k,y,d,e
x,g,t,t,w,g,o,k,y,d,e
x,g,t,t,w,g,o,n,v,d,e
f,n,t,t,g,p,o,n,v,d,e
x,g,t,t,w,p,o,n,v,d,e
x,g,f,e,b,p,o,h,v,d,p
f,n,t,t,p,w,o,n,v,d,e
x,g,t,t,g,g,o,k,y,d,e
x,g,t,t,w,g,o,n,y,d,e
x,g,f,e,b,p,o,h,y,d,p
f,n,t,t,w,w,o,n,v,d,e
x,e,t,t,g,p,o,n,v,d,e
x,n,t,t,g,g,o,k,v,d,e
x,e,t,t,p,g,o,k,v,d,e
x,e,t,t,g,p,o,n,y,d,e
x,n,t,t,w,p,o,n,v,d,e
f,n,t,t,w,p,o,k,v,d,e
x,e,t,t,g,p,o,n,v,d,e
x,g,t,t,w,p,o,k,v,d,e
f,n,t,t,g,p,o,k,y,d,e
x,e,t,t,g,p,o,n,v,d,e
x,g,t,t,g,w,o,k,y,d,e
f,g,t,t,p,w,o,k,y,d,e
f,g,t,t,g,g,o,k,v,d,e
f,n,t,t,g,w,o,k,y,d,e
x,n,t,t,p,w,o,n,y,d,e
x,e,t,t,g,g,o,n,y,d,e
f,g,f,t,w,w,o,k,s,g,e
x,e,t,t,g,w,o,k,y,d,e
f,g,t,t,g,w,o,n,y,d,e
x,e,t,t,g,p,o,k,y,d,e
x,g,t,t,w,w,o,n,v,d,e
f,n,t,t,w,g,o,k,y,d,e
x,e,t,t,p,g,o,n,v,d,e
x,e,t,t,g,w,o,n,v,d,e
x,g,t,t,w,g,o,k,v,d,e
x,w,f,e,w,w,o,n,s,d,p
x,e,t,t,p,p,o,n,y,d,e
x,e,t,t,w,p,o,k,v,d,e
x,n,t,t,p,w,o,n,y,d,e
f,w,f,t,w,w,o,n,s,g,e
x,g,t,t,g,w,o,n,y,d,e
f,g,t,t,w,p,o,n,v,d,e
x,g,t,t,p,g,o,n,y,d,e
f,e,t,t,w,p,o,k,y,d,e
x,e,t,t,p,p,o,k,y,d,e
x,n,t,t,g,g,o,k,v,d,e
x,e,t,t,g,g,o,n,v,d,e
x,e,t,t,w,w,o,n,v,d,e
f,e,t,t,w,w,o,k,v,d,e
f,n,t,t,p,g,o,n,v,d,e
x,g,t,t,w,w,o,n,v,d,e
x,g,t,t,g,w,o,n,y,d,e
x,g,t,t,g,p,o,n,v,d,e
x,e,t,t,g,p,o,n,v,d,e
x,n,t,t,g,w,o,k,y,d,e
f,n,f,t,w,w,o,k,s,g,e
x,e,t,t,w,g,o,n,y,d,e
x,g,t,t,g,g,o,n,y,d,e
x,n,t,t,p,p,o,k,v,d,e
x,g,t,t,g,p,o,n,y,d,e
x,e,t,t,p,g,o,n,y,d,e
f,n,t,t,p,w,o,k,v,d,e
x,g,t,t,w,w,o,k,y,d,e
f,g,t,t,p,g,o,n,v,d,e
x,e,t,t,p,p,o,k,v,d,e
f,n,t,t,w,g,o,k,v,d,e
x,g,t,t,g,p,o,n,y,d,e
x,n,t,t,w,p,o,n,y,d,e
x,e,t,t,w,p,o,k,v,d,e
x,e,t,t,p,p,o,k,y,d,e
x,n,t,t,w,w,o,n,v,d,e
f,n,t,t,p,p,o,k,y,d,e
x,g,t,t,w,w,o,k,v,d,e
x,e,t,t,p,p,o,n,y,d,e
f,n,t,t,w,p,o,n,v,d,e
f,n,t,t,p,p,o,n,y,d,e
x,e,t,t,g,p,o,k,y,d,e
x,g,t,t,p,g,o,k,y,d,e
x,g,t,t,g,g,o,k,v,d,e
x,p,f,e,w,w,o,k,v,d,p
x,n,t,t,g,g,o,n,y,d,e
x,e,t,t,w,p,o,n,v,d,e
f,n,f,t,w,w,o,n,s,g,e
x,g,t,t,p,g,o,k,y,d,e
x,g,t,t,p,p,o,k,y,d,e
x,n,t,t,p,w,o,k,y,d,e
f,g,t,t,p,w,o,n,y,d,e
x,g,t,t,g,p,o,n,v,d,e
x,n,t,t,g,p,o,k,y,d,e
x,e,t,t,g,p,o,n,y,d,e
x,n,t,t,p,p,o,n,v,d,e
f,g,t,t,g,p,o,n,v,d,e
f,n,t,t,g,g,o,n,y,d,e
x,g,t,t,g,g,o,n,v,d,e
x,e,t,t,w,w,o,n,y,d,e
x,g,t,t,p,w,o,k,v,d,e
f,g,t,t,g,w,o,k,y,d,e
x,e,t,t,p,w,o,n,y,d,e
x,p,f,e,w,w,o,k,s,d,p
f,n,t,t,p,p,o,k,v,d,e
x,e,t,t,g,g,o,k,v,d,e
x,g,t,t,g,w,o,k,y,d,e
x,g,t,t,g,g,o,k,v,d,e
x,g,t,t,g,g,o,k,y,d,e
x,e,t,t,g,p,o,n,y,d,e
x,n,t,t,p,p,o,n,y,d,e
x,g,t,t,p,g,o,n,y,d,e
x,e,t,t,g,w,o,k,v,d,e
x,n,t,t,w,w,o,k,v,d,e
x,g,t,t,p,g,o,n,v,d,e
x,n,t,t,p,w,o,n,y,d,e
x,e,t,t,p,w,o,k,y,d,e
x,e,t,t,w,p,o,n,y,d,e
x,g,t,t,w,p,o,n,y,d,e
f,g,t,t,g,w,o,k,y,d,e
f,e,t,t,w,p,o,n,y,d,e
f,g,t,t,g,g,o,n,y,d,e
x,e,t,t,g,w,o,n,y,d,e
x,e,t,t,g,w,o,n,v,d,e
x,w,f,t,w,w,o,k,s,g,e
x,n,t,t,w,p,o,k,v,d,e
x,e,t,t,w,w,o,n,y,d,e
f,e,t,t,p,p,o,k,v,d,e
x,g,t,t,w,p,o,k,y,d,e
f,n,t,t,p,g,o,k,v,d,e
x,g,f,e,w,w,o,k,v,d,p
f,e,t,t,p,p,o,k,v,d,e
x,g,t,t,w,g,o,k,v,d,e
x,n,f,t,w,w,o,k,a,g,e
x,e,t,t,w,g,o,k,y,d,e
x,w,f,e,w,w,o,n,v,d,p
x,e,t,t,g,p,o,k,v,d,e
f,g,t,t,p,p,o,k,v,d,e
f,n,t,t,w,g,o,k,v,d,e
x,n,t,t,p,p,o,k,v,d,e
f,n,t,t,g,g,o,k,v,d,e
x,g,t,t,w,w,o,n,y,d,e
f,n,t,t,g,p,o,k,v,d,e
x,g,t,t,g,w,o,n,y,d,e
f,n,t,t,g,p,o,n,y,d,e
x,g,t,t,p,w,o,n,v,d,e
x,g,f,e,n,p,o,h,y,p,p
x,g,t,t,w,w,o,n,y,d,e
x,g,t,t,w,w,o,k,v,d,e
x,g,t,t,p,g,o,k,y,d,e
x,e,t,t,p,p,o,k,y,d,e
x,g,t,t,w,w,o,k,y,d,e
x,g,t,t,w,p,o,n,y,d,e
f,g,t,t,g,w,o,n,y,d,e
x,e,t,t,g,g,o,n,y,d,e
x,g,t,t,g,w,o,n,v,d,e
x,e,t,t,p,p,o,k,v,d,e
x,n,t,t,p,g,o,k,y,d,e
x,g,t,t,g,g,o,n,v,d,e
x,e,t,t,w,p,o,n,y,d,e
f,n,t,t,p,p,o,k,y,d,e
x,e,t,t,w,w,o,k,y,d,e
f,n,t,t,w,g,o,n,v,d,e
x,n,t,t,g,g,o,k,y,d,e
x,g,t,t,g,p,o,n,v,d,e
f,e,t,t,p,w,o,k,y,d,e
x,g,t,t,g,p,o,k,y,d,e
x,g,t,t,p,w,o,k,y,d,e
x,g,t,t,w,w,o,n,y,d,e
x,g,f,e,b,n,o,h,y,p,p
x,g,t,t,w,g,o,k,v,d,e
x,g,t,t,g,p,o,n,y,d,e
x,n,t,t,w,w,o,n,v,d,e
x,g,t,t,g,w,o,n,v,d,e
f,n,t,t,w,w,o,k,y,d,e
x,n,t,t,g,g,o,k,y,d,e
x,e,t,t,p,w,o,k,v,d,e
x,n,t,t,g,g,o,k,v,d,e
f,g,t,t,w,w,o,k,v,d,e
f,g,t,t,g,w,o,n,v,d,e
x,g,f,e,p,b,o,h,v,p,p
x,n,t,t,p,w,o,n,y,d,e
x,n,t,t,g,g,o,k,y,d,e
x,e,t,t,g,g,o,n,v,d,e
x,n,t,t,p,g,o,n,v,d,e
f,n,t,t,w,p,o,n,y,d,e
x,g,t,t,w,g,o,n,v,d,e
x,n,t,t,w,g,o,k,v,d,e
x,e,t,t,w,w,o,n,y,d,e
f,g,t,t,w,g,o,k,y,d,e
x,g,t,t,p,p,o,k,v,d,e
x,e,t,t,p,g,o,n,v,d,e
x,e,t,t,w,w,o,n,v,d,e
x,g,t,t,p,p,o,k,y,d,e
x,n,t,t,p,g,o,n,v,d,e
x,e,t,t,p,w,o,k,y,d,e
f,n,t,t,g,p,o,n,y,d,e
x,e,t,t,w,g,o,n,y,d,e
f,n,t,t,w,p,o,n,v,d,e
x,e,t,t,p,g,o,k,y,d,e
x,n,t,t,g,w,o,k,y,d,e
x,e,t,t,w,p,o,n,y,d,e
x,e,t,t,p,g,o,k,v,d,e
x,n,t,t,g,w,o,k,v,d,e
x,n,t,t,g,w,o,n,y,d,e
x,e,t,t,w,w,o,n,y,d,e
f,n,t,t,p,g,o,n,y,d,e
x,n,t,t,p,w,o,k,y,d,e
x,e,t,t,w,g,o,n,v,d,e
f,g,f,t,w,w,o,n,s,g,e
x,e,t,t,w,g,o,k,v,d,e
x,e,t,t,g,g,o,n,y,d,e
f,n,t,t,g,p,o,n,y,d,e
f,n,t,t,g,g,o,k,y,d,e
x,g,t,t,p,p,o,k,v,d,e
x,g,t,t,w,p,o,k,v,d,e
x,n,t,t,w,p,o,n,y,d,e
f,n,t,t,p,w,o,n,y,d,e
x,n,t,t,p,p,o,k,y,d,e
x,g,t,t,p,p,o,k,v,d,e
x,g,t,t,g,p,o,n,y,d,e
x,e,t,t,w,g,o,k,y,d,e
x,g,t,t,w,g,o,n,v,d,e
x,e,t,t,w,p,o,n,v,d,e
x,g,t,t,p,w,o,n,v,d,e
x,e,t,t,g,w,o,n,v,d,e
x,e,t,t,w,w,o,n,v,d,e
x,e,t,t,w,g,o,k,y,d,e
f,g,t,t,g,p,o,k,y,d,e
x,g,t,t,g,p,o,k,y,d,e
x,e,t,t,g,p,o,k,v,d,e
x,g,t,t,w,w,o,n,y,d,e
f,n,t,t,w,w,o,k,v,d,e
x,g,f,e,b,n,o,h,v,d,p
x,n,t,t,w,w,o,k,v,d,e
x,g,t,t,g,g,o,n,y,d,e
f,n,t,t,g,g,o,n,y,d,e
x,e,t,t,w,w,o,k,v,d,e
f,g,t,t,g,p,o,k,v,d,e
x,n,t,t,g,g,o,k,y,d,e
x,e,t,t,g,p,o,k,y,d,e
x,e,t,t,g,w,o,k,v,d,e
x,n,t,t,w,p,o,n,v,d,e
x,n,t,t,g,p,o,k,v,d,e
x,y,f,e,b,n,o,h,v,p,p
f,n,t,t,g,g,o,n,y,d,e
x,g,f,e,b,n,o,h,y,d,p
x,g,f,e,w,w,o,k,s,d,p
f,g,t,t,p,p,o,n,y,d,e
f,e,t,t,g,p,o,n,v,d,e
f,n,t,t,w,w,o,k,y,d,e
f,e,t,t,g,w,o,k,y,d,e
x,g,f,e,p,p,o,h,y,p,p
f,g,t,t,w,w,o,n,v,d,e
f,e,t,t,p,g,o,k,y,d,e
f,e,t,t,p,g,o,n,y,d,e
x,w,f,e,w,w,o,n,s,d,p
x,e,t,t,p,g,o,n,y,d,e
f,n,t,t,w,w,o,k,v,d,e
x,g,f,e,p,n,o,h,v,g,p
x,g,f,e,p,b,o,h,y,p,p
f,e,t,t,g,w,o,n,v,d,e
f,e,t,t,g,w,o,k,v,d,e
f,n,t,t,p,w,o,k,v,d,e
f,g,t,t,w,g,o,k,v,d,e
f,e,t,t,g,g,o,n,y,d,e
f,e,t,t,g,p,o,n,v,d,e
f,e,t,t,g,p,o,n,y,d,e
f,e,t,t,g,w,o,k,v,d,e
x,p,f,e,w,w,o,k,s,d,p
x,g,f,e,n,b,o,h,y,d,p
f,e,t,t,w,p,o,n,y,d,e
f,g,t,t,g,p,o,k,v,d,e
f,g,t,t,g,w,o,k,v,d,e
f,g,t,t,w,p,o,n,y,d,e
f,e,t,t,g,p,o,k,y,d,e
f,e,t,t,p,w,o,n,v,d,e
f,g,f,e,b,p,o,h,v,p,p
f,n,t,t,g,p,o,n,y,d,e
f,e,t,t,p,p,o,n,v,d,e
x,g,f,e,w,w,o,n,s,d,p
f,e,t,t,g,p,o,k,y,d,e
f,e,t,t,w,g,o,k,v,d,e
x,y,f,e,b,p,o,h,v,g,p
f,y,f,e,p,p,o,h,v,d,p
f,n,t,t,p,g,o,k,v,d,e
f,n,t,t,w,g,o,k,v,d,e
f,g,t,t,w,w,o,n,v,d,e
f,n,t,t,w,w,o,n,v,d,e
x,e,t,t,p,p,o,k,v,d,e
x,p,f,e,w,w,o,n,v,d,p
f,n,t,t,p,w,o,k,y,d,e
x,e,t,t,p,w,o,k,v,d,e
f,e,t,t,p,p,o,k,y,d,e
f,n,t,t,g,g,o,k,v,d,e
x,w,f,e,w,w,o,k,v,d,p
f,g,t,t,w,g,o,n,v,d,e
f,g,t,t,g,p,o,n,y,d,e
f,g,t,t,p,p,o,n,v,d,e
f,n,t,t,w,w,o,k,v,d,e
x,g,f,e,w,w,o,n,s,d,p
x,p,f,e,w,w,o,k,s,d,p
f,e,t,t,g,g,o,k,y,d,e
x,g,f,e,p,n,o,h,y,d,p
x,w,f,e,w,w,o,k,v,d,p
x,g,f,e,b,b,o,h,v,p,p
f,n,t,t,p,p,o,n,v,d,e
x,y,f,e,n,b,o,h,y,p,p
f,g,t,t,p,g,o,n,v,d,e
f,n,t,t,p,w,o,k,y,d,e
f,g,t,t,w,g,o,k,y,d,e
x,w,f,e,w,w,o,n,s,d,p
x,g,f,e,n,b,o,h,v,p,p
f,g,t,t,w,w,o,k,v,d,e
x,n,t,t,p,w,o,k,y,d,e
f,g,t,t,p,p,o,k,y,d,e
x,g,f,e,n,p,o,h,v,p,p
f,n,t,t,w,g,o,n,y,d,e
f,g,f,e,p,b,o,h,y,p,p
f,e,t,t,w,g,o,n,y,d,e
x,n,t,t,w,w,o,k,v,d,e
f,g,f,e,p,b,o,h,v,p,p
f,g,t,t,p,w,o,k,v,d,e
f,g,t,t,g,w,o,n,y,d,e
f,e,t,t,p,g,o,n,y,d,e
x,g,f,e,p,p,o,h,v,p,p
f,e,t,t,w,w,o,n,v,d,e
f,n,t,t,g,p,o,k,v,d,e
x,g,f,e,n,p,o,h,v,g,p
f,e,t,t,g,w,o,k,y,d,e
x,g,f,e,p,b,o,h,y,d,p
f,e,t,t,w,g,o,n,y,d,e
x,g,f,e,b,n,o,h,y,g,p
x,g,f,e,n,p,o,h,y,p,p
x,g,f,e,b,b,o,h,y,g,p
f,e,t,t,g,g,o,n,y,d,e
x,g,f,e,n,b,o,h,v,g,p
f,e,t,t,p,p,o,n,v,d,e
x,g,f,e,w,w,o,n,v,d,p
f,g,t,t,p,g,o,k,v,d,e
x,p,f,e,w,w,o,n,s,d,p
f,e,t,t,g,g,o,n,y,d,e
f,e,t,t,g,g,o,n,y,d,e
f,e,t,t,g,w,o,k,y,d,e
f,n,t,t,w,p,o,k,y,d,e
x,g,f,e,b,p,o,h,y,g,p
f,y,f,e,n,n,o,h,y,p,p
x,g,f,e,w,w,o,k,s,d,p
f,e,t,t,g,p,o,k,v,d,e
f,e,t,t,g,g,o,k,y,d,e
f,e,t,t,p,p,o,k,v,d,e
f,n,t,t,p,g,o,k,y,d,e
x,g,f,e,p,b,o,h,v,g,p
x,g,f,e,w,w,o,k,v,d,p
f,g,t,t,w,p,o,k,y,d,e
f,e,t,t,g,w,o,n,v,d,e
f,e,t,t,g,p,o,k,v,d,e
f,g,t,t,p,p,o,n,v,d,e
f,n,t,t,g,p,o,k,y,d,e
f,n,t,t,g,w,o,k,y,d,e
f,e,t,t,g,p,o,k,v,d,e
x,g,f,e,w,w,o,k,v,d,p
x,w,f,e,w,w,o,n,v,d,p
f,g,t,t,p,g,o,k,y,d,e
f,g,t,t,g,w,o,n,y,d,e
x,g,f,e,n,b,o,h,y,d,p
x,e,t,t,w,g,o,k,v,d,e
x,w,f,e,w,w,o,k,s,d,p
f,g,t,t,p,p,o,n,y,d,e
f,g,t,t,w,p,o,k,y,d,e
f,g,t,t,w,p,o,n,v,d,e
f,e,t,t,p,g,o,n,v,d,e
f,n,t,t,p,w,o,n,y,d,e
f,g,t,t,g,g,o,k,v,d,e
f,n,t,t,w,g,o,n,y,d,e
f,g,t,t,w,p,o,k,y,d,e
f,g,t,t,g,p,o,n,v,d,e
x,n,t,t,w,p,o,k,y,d,e
f,e,t,t,w,p,o,k,y,d,e
f,e,t,t,g,w,o,k,v,d,e
f,e,t,t,w,p,o,n,v,d,e
x,y,f,e,n,n,o,h,v,p,p
f,g,t,t,p,w,o,n,y,d,e
f,n,t,t,p,p,o,k,v,d,e
x,g,f,e,p,b,o,h,y,d,p
f,g,t,t,p,p,o,k,y,d,e
f,g,t,t,w,g,o,k,y,d,e
f,g,t,t,g,w,o,n,y,d,e
f,e,t,t,g,g,o,n,y,d,e
f,g,t,t,g,p,o,k,v,d,e
x,w,f,e,w,w,o,n,s,d,p
x,w,f,e,w,w,o,n,s,d,p
f,n,t,t,w,w,o,k,v,d,e
f,e,t,t,w,p,o,k,y,d,e
f,e,t,t,g,p,o,n,y,d,e
x,g,f,e,n,p,o,h,y,d,p
f,g,t,t,g,w,o,n,v,d,e
f,g,t,t,w,p,o,k,y,d,e
f,g,t,t,w,w,o,k,y,d,e
x,w,f,e,w,w,o,n,s,d,p
x,e,t,t,w,p,o,k,v,d,e
f,e,t,t,p,g,o,k,v,d,e
x,g,f,e,p,b,o,h,y,d,p
f,e,t,t,w,g,o,k,y,d,e
x,g,f,e,n,b,o,h,v,p,p
x,p,f,e,w,w,o,k,s,d,p
f,g,t,t,p,w,o,k,v,d,e
x,g,f,e,n,p,o,h,v,p,p
x,w,f,e,w,w,o,n,s,d,p
x,g,f,e,p,p,o,h,v,p,p
f,e,t,t,p,g,o,n,v,d,e
x,g,f,e,n,p,o,h,v,p,p
x,g,f,e,w,w,o,n,s,d,p
f,g,t,t,g,g,o,n,y,d,e
f,n,t,t,g,p,o,k,v,d,e
f,e,t,t,w,w,o,n,y,d,e
x,g,f,e,n,n,o,h,v,p,p
x,p,f,e,w,w,o,k,v,d,p
x,n,t,t,g,p,o,n,v,d,e
f,e,t,t,p,p,o,k,y,d,e
f,n,t,t,w,g,o,k,y,d,e
f,g,t,t,g,g,o,k,v,d,e
x,g,f,e,n,p,o,h,v,g,p
f,n,t,t,w,w,o,n,v,d,e
x,p,f,e,w,w,o,k,v,d,p
x,w,f,e,w,w,o,k,s,d,p
f,e,t,t,g,w,o,n,y,d,e
f,n,t,t,g,w,o,n,y,d,e
f,e,t,t,g,p,o,k,v,d,e
f,g,t,t,g,w,o,k,v,d,e
x,g,f,e,b,b,o,h,v,d,p
x,g,f,e,n,b,o,h,y,p,p
f,e,t,t,w,w,o,k,y,d,e
x,y,f,e,p,n,o,h,v,g,p
x,p,f,e,w,w,o,k,s,d,p
f,e,t,t,g,w,o,n,y,d,e
f,y,f,e,b,n,o,h,v,d,p
f,e,t,t,g,p,o,k,y,d,e
f,e,t,t,w,g,o,n,v,d,e
x,n,t,t,w,w,o,k,y,d,e
f,e,t,t,g,p,o,k,v,d,e
f,g,t,t,w,p,o,n,v,d,e
x,g,f,e,b,b,o,h,v,g,p
f,e,t,t,p,p,o,n,y,d,e
f,g,f,e,n,b,o,h,y,p,p
f,e,t,t,g,w,o,n,y,d,e
f,e,t,t,p,w,o,k,v,d,e
f,g,t,t,g,g,o,n,y,d,e
x,g,f,e,b,p,o,h,y,g,p
f,g,t,t,p,g,o,k,v,d,e
f,g,t,t,g,p,o,k,y,d,e
x,g,f,e,n,n,o,h,v,g,p
x,w,f,e,w,w,o,n,s,d,p
f,e,t,t,w,g,o,k,v,d,e
x,y,f,e,n,b,o,h,v,d,p
f,e,t,t,p,g,o,n,y,d,e
f,g,t,t,p,p,o,n,v,d,e
f,e,t,t,w,g,o,k,v,d,e
f,g,t,t,w,p,o,n,v,d,e
f,g,t,t,g,g,o,k,v,d,e
f,e,t,t,p,g,o,n,v,d,e
x,g,f,e,w,w,o,k,v,d,p
f,g,t,t,w,w,o,n,y,d,e
f,n,t,t,w,g,o,n,y,d,e
f,g,t,t,p,g,o,n,y,d,e
f,g,t,t,w,p,o,n,y,d,e
f,n,t,t,g,w,o,k,y,d,e
x,g,t,t,w,g,o,n,v,d,e
f,g,t,t,g,p,o,n,y,d,e
x,g,f,e,p,b,o,h,y,p,p
x,w,f,e,w,w,o,k,v,d,p
f,g,t,t,p,g,o,k,v,d,e
f,g,t,t,g,w,o,k,v,d,e
f,g,t,t,w,g,o,n,v,d,e
x,g,f,e,p,b,o,h,y,p,p
x,w,f,e,w,w,o,n,s,d,p
x,g,f,e,n,n,o,h,y,p,p
x,g,t,t,p,p,o,k,y,d,e
x,g,f,e,b,n,o,h,v,g,p
f,e,t,t,w,w,o,n,y,d,e
f,g,t,t,w,p,o,n,y,d,e
x,g,t,t,g,w,o,k,v,d,e
x,g,f,e,b,b,o,h,v,d,p
f,g,t,t,p,w,o,k,y,d,e
f,g,t,t,p,p,o,k,v,d,e
x,w,f,e,w,w,o,k,s,d,p
x,y,f,e,b,n,o,h,y,g,p
f,e,t,t,p,g,o,k,y,d,e
x,g,f,e,p,p,o,h,y,d,p
x,g,f,e,n,n,o,h,y,d,p
x,n,t,t,w,g,o,n,v,d,e
x,g,f,e,b,n,o,h,y,g,p
f,n,t,t,p,g,o,n,y,d,e
f,g,t,t,w,p,o,k,y,d,e
f,g,t,t,g,p,o,n,v,d,e
f,g,t,t,p,p,o,k,y,d,e
x,g,f,e,w,w,o,n,s,d,p
f,g,t,t,p,g,o,k,v,d,e
f,e,t,t,p,g,o,n,v,d,e
f,n,t,t,g,w,o,n,v,d,e
f,g,t,t,g,p,o,k,v,d,e
x,p,f,e,w,w,o,n,v,d,p
x,g,f,e,n,p,o,h,y,g,p
f,g,t,t,g,p,o,k,y,d,e
f,g,t,t,w,g,o,k,y,d,e
x,p,f,e,w,w,o,n,v,d,p
x,g,t,t,w,p,o,n,y,d,e
x,g,f,e,p,n,o,h,y,p,p
x,g,f,e,b,n,o,h,y,p,p
f,n,t,t,p,p,o,n,y,d,e
f,n,t,t,p,w,o,n,v,d,e
x,g,f,e,w,w,o,n,v,d,p
